ref,engine_mark_usd,confidence_0_100,n_obs,sold_share,dispersion_pct,newest_days,method,as_of
IW371605,4968.89,55,4,0.0,0.3,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 7",2026-09-15T23:53:11.785896+00:00
SACK015J,18.7,55,4,0.0,0.0,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 4",2026-09-15T23:53:11.785896+00:00
SBGJ013G,48.52,55,4,0.0,0.0,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 4",2026-09-15T23:53:11.785896+00:00
SLA053,2976.0,55,4,0.0,0.0,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 4",2026-09-15T23:53:11.785896+00:00
SPB263,1302.0,55,4,0.0,0.0,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 4",2026-09-15T23:53:11.785896+00:00
SPB419,1162.5,55,4,0.0,0.0,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 4",2026-09-15T23:53:11.785896+00:00
SPB421,1162.5,55,4,0.0,0.0,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 4",2026-09-15T23:53:11.785896+00:00
1002,4783.99,55,3,0.0,0.2,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 3",2026-09-15T23:53:11.785896+00:00
116506,130360.17,55,3,0.0,0.2,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 4",2026-09-15T23:53:11.785896+00:00
116519LN,40683.73,55,3,0.0,0.4,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 4",2026-09-15T23:53:11.785896+00:00
126334G,12509.9,55,3,0.0,0.1,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 4",2026-09-15T23:53:11.785896+00:00
126500LNBK,28803.6,55,3,0.0,0.2,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 3",2026-09-15T23:53:11.785896+00:00
126515LNCB,47191.13,55,3,0.0,0.3,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 3",2026-09-15T23:53:11.785896+00:00
126618LN,38103.11,55,3,0.0,0.3,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 3",2026-09-15T23:53:11.785896+00:00
131.15.28.60.99.001,6491.2,55,3,0.0,0.4,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 3",2026-09-15T23:53:11.785896+00:00
131.20.25.60.55.002,4913.16,55,3,0.0,0.4,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 5",2026-09-15T23:53:11.785896+00:00
131.23.29.20.99.003,6826.94,55,3,0.0,0.4,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 3",2026-09-15T23:53:11.785896+00:00
140.13.39.21.01.001,11346.0,55,3,0.0,0.0,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 3",2026-09-15T23:53:11.785896+00:00
140.50.39.21.99.001,54963.0,55,3,0.0,0.0,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 3",2026-09-15T23:53:11.785896+00:00
15200,4212.23,55,3,0.0,0.0,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 5",2026-09-15T23:53:11.785896+00:00
15210ST,18135.0,55,3,0.0,0.0,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 3",2026-09-15T23:53:11.785896+00:00
16233G,7869.15,55,3,0.0,0.1,1.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 3",2026-09-15T23:53:11.785896+00:00
16234GBK,7392.21,55,3,0.0,0.2,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 3",2026-09-15T23:53:11.785896+00:00
16628,22681.5,55,3,0.0,0.0,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 3",2026-09-15T23:53:11.785896+00:00
179174NR,7527.84,55,3,0.0,0.4,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 3",2026-09-15T23:53:11.785896+00:00
18248A,18981.98,55,3,0.0,0.1,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 3",2026-09-15T23:53:11.785896+00:00
210.30.42.20.01.010,6789.0,55,3,0.0,0.0,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 3",2026-09-15T23:53:11.785896+00:00
210.30.42.20.03.003,6603.0,55,3,0.0,0.0,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 3",2026-09-15T23:53:11.785896+00:00
210.30.42.20.06.002,6789.0,55,3,0.0,0.0,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 3",2026-09-15T23:53:11.785896+00:00
210.32.42.20.10.001,5859.0,55,3,0.0,0.0,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 3",2026-09-15T23:53:11.785896+00:00
210.90.42.20.10.001,11625.0,55,3,0.0,0.0,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 3",2026-09-15T23:53:11.785896+00:00
210.92.42.20.01.003,15438.0,55,3,0.0,0.0,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 3",2026-09-15T23:53:11.785896+00:00
210.92.42.20.10.001,10695.0,55,3,0.0,0.0,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 3",2026-09-15T23:53:11.785896+00:00
215.32.44.21.09.001,7905.0,55,3,0.0,0.0,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 3",2026-09-15T23:53:11.785896+00:00
215.32.46.51.06.001,9393.0,55,3,0.0,0.0,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 3",2026-09-15T23:53:11.785896+00:00
215.32.46.51.09.001,10137.0,55,3,0.0,0.0,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 3",2026-09-15T23:53:11.785896+00:00
217.30.42.21.01.002,8556.0,55,3,0.0,0.0,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 3",2026-09-15T23:53:11.785896+00:00
217.30.42.21.01.003,8835.0,55,3,0.0,0.0,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 4",2026-09-15T23:53:11.785896+00:00
217.32.42.21.01.004,8277.0,55,3,0.0,0.0,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 3",2026-09-15T23:53:11.785896+00:00
220.10.30.20.09.001,4745.29,55,3,0.0,0.4,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 3",2026-09-15T23:53:11.785896+00:00
220.10.30.20.55.001,5528.71,55,3,0.0,0.4,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 3",2026-09-15T23:53:11.785896+00:00
220.10.30.20.60.001,5304.88,55,3,0.0,0.4,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 3",2026-09-15T23:53:11.785896+00:00
220.10.34.20.02.001,3905.92,55,3,0.0,0.4,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 3",2026-09-15T23:53:11.785896+00:00
220.10.34.20.55.001,4969.12,55,3,0.0,0.4,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 3",2026-09-15T23:53:11.785896+00:00
220.10.38.20.03.003,5025.09,55,3,0.0,0.4,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 3",2026-09-15T23:53:11.785896+00:00
220.10.38.20.03.005,6882.0,55,3,0.0,0.0,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 3",2026-09-15T23:53:11.785896+00:00
220.10.38.20.10.002,5025.09,55,3,0.0,0.4,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 3",2026-09-15T23:53:11.785896+00:00
220.10.38.20.13.003,5025.09,55,3,0.0,0.4,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 3",2026-09-15T23:53:11.785896+00:00
220.10.41.21.03.005,6882.0,55,3,0.0,0.0,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 3",2026-09-15T23:53:11.785896+00:00
220.10.41.21.10.001,6603.0,55,3,0.0,0.0,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 3",2026-09-15T23:53:11.785896+00:00
220.92.43.22.99.001,13020.0,55,3,0.0,0.0,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 3",2026-09-15T23:53:11.785896+00:00
228348RBR,68979.82,55,3,0.0,0.0,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 5",2026-09-15T23:53:11.785896+00:00
234.30.41.21.03.002,7719.0,55,3,0.0,0.0,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 3",2026-09-15T23:53:11.785896+00:00
234.32.41.21.03.001,7068.0,55,3,0.0,0.0,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 3",2026-09-15T23:53:11.785896+00:00
28500,2038.45,55,3,0.0,0.4,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 4",2026-09-15T23:53:11.785896+00:00
304.30.43.52.01.001,17949.0,55,3,0.0,0.0,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 3",2026-09-15T23:53:11.785896+00:00
310.20.42.50.02.001,19623.0,55,3,0.0,0.0,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 3",2026-09-15T23:53:11.785896+00:00
310.32.42.50.01.001,6882.0,55,3,0.0,0.0,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 3",2026-09-15T23:53:11.785896+00:00
310.32.42.50.01.002,7998.0,55,3,0.0,0.0,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 3",2026-09-15T23:53:11.785896+00:00
310.60.42.50.01.002,45849.0,55,3,0.0,0.0,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 3",2026-09-15T23:53:11.785896+00:00
310.92.44.50.06.002,15252.0,55,3,0.0,0.0,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 3",2026-09-15T23:53:11.785896+00:00
310.92.44.51.01.001,14973.0,55,3,0.0,0.0,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 3",2026-09-15T23:53:11.785896+00:00
310.92.44.51.01.002,14601.0,55,3,0.0,0.0,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 3",2026-09-15T23:53:11.785896+00:00
310.92.44.51.01.004,14601.0,55,3,0.0,0.0,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 3",2026-09-15T23:53:11.785896+00:00
310.92.44.51.01.005,14973.0,55,3,0.0,0.0,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 3",2026-09-15T23:53:11.785896+00:00
326.30.40.50.03.001,3039.79,55,3,0.0,0.1,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 3",2026-09-15T23:53:11.785896+00:00
329.30.44.51.01.003,12183.0,55,3,0.0,0.0,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 3",2026-09-15T23:53:11.785896+00:00
33093,7424.1,55,3,0.0,0.0,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 3",2026-09-15T23:53:11.785896+00:00
4084,4772.26,55,3,0.0,0.0,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 3",2026-09-15T23:53:11.785896+00:00
424.25.27.60.58.001,5341.98,55,3,0.0,0.4,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 3",2026-09-15T23:53:11.785896+00:00
424.57.37.20.55.003,9925.59,55,3,0.0,0.4,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 3",2026-09-15T23:53:11.785896+00:00
434.10.30.60.05.001,2395.03,55,3,0.0,0.4,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 3",2026-09-15T23:53:11.785896+00:00
4600V200AB980,20384.52,55,3,0.0,0.4,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 3",2026-09-15T23:53:11.785896+00:00
4600V200RB979,42825.03,55,3,0.0,0.4,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 3",2026-09-15T23:53:11.785896+00:00
68278,15055.68,55,3,0.0,0.4,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 3",2026-09-15T23:53:11.785896+00:00
79174NGPKS,7385.3,55,3,0.0,0.0,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 4",2026-09-15T23:53:11.785896+00:00
79230DK,2467.16,55,3,0.0,0.3,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 4",2026-09-15T23:53:11.785896+00:00
79673,10206.75,55,3,0.0,0.0,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 3",2026-09-15T23:53:11.785896+00:00
79930,3627.0,55,3,0.0,0.0,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 5",2026-09-15T23:53:11.785896+00:00
91560,2003.31,55,3,0.0,0.0,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 3",2026-09-15T23:53:11.785896+00:00
A17327361L1A1,3278.79,55,3,0.0,0.4,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 3",2026-09-15T23:53:11.785896+00:00
A17327381B1A1,3278.79,55,3,0.0,0.4,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 3",2026-09-15T23:53:11.785896+00:00
BAM155,23.38,55,3,0.0,0.0,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 3",2026-09-15T23:53:11.785896+00:00
BAM156,32.74,55,3,0.0,0.0,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 3",2026-09-15T23:53:11.785896+00:00
BAM161,39.16,55,3,0.0,0.0,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 3",2026-09-15T23:53:11.785896+00:00
BAM162,47.35,55,3,0.0,0.0,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 3",2026-09-15T23:53:11.785896+00:00
Q3878120,5025.09,55,3,0.0,0.4,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 3",2026-09-15T23:53:11.785896+00:00
SAEA001,88.85,55,3,0.0,0.0,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 3",2026-09-15T23:53:11.785896+00:00
SBCL001J,18.7,55,3,0.0,0.0,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 3",2026-09-15T23:53:11.785896+00:00
SBDC185,75.99,55,3,0.0,0.0,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 4",2026-09-15T23:53:11.785896+00:00
SBDH001J,21.05,55,3,0.0,0.0,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 3",2026-09-15T23:53:11.785896+00:00
SBDN081,23.38,55,3,0.0,0.0,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 3",2026-09-15T23:53:11.785896+00:00
SBDY001J,19.29,55,3,0.0,0.0,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 3",2026-09-15T23:53:11.785896+00:00
SBDY111,39.16,55,3,0.0,0.0,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 3",2026-09-15T23:53:11.785896+00:00
SBGA031G,135.62,55,3,0.0,0.0,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 3",2026-09-15T23:53:11.785896+00:00
SBGA203,4172.43,55,3,0.0,0.1,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 3",2026-09-15T23:53:11.785896+00:00
SBGA437,3263.03,55,3,0.0,0.2,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 3",2026-09-15T23:53:11.785896+00:00
SBGC001J,35.07,55,3,0.0,0.0,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 3",2026-09-15T23:53:11.785896+00:00
SBGC221G,87.69,55,3,0.0,0.0,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 3",2026-09-15T23:53:11.785896+00:00
SBGE283,8277.0,55,3,0.0,0.0,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 3",2026-09-15T23:53:11.785896+00:00
SBGH299,4631.39,55,3,0.0,0.2,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 4",2026-09-15T23:53:11.785896+00:00
SBGH351,6975.0,55,3,0.0,0.0,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 3",2026-09-15T23:53:11.785896+00:00
SBGJ251,4780.58,55,3,0.0,0.4,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 5",2026-09-15T23:53:11.785896+00:00
SBGJ267,4903.76,55,3,0.0,0.2,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 3",2026-09-15T23:53:11.785896+00:00
SBGM255,5022.0,55,3,0.0,0.0,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 3",2026-09-15T23:53:11.785896+00:00
SBGV247J,70.15,55,3,0.0,0.0,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 3",2026-09-15T23:53:11.785896+00:00
SBGW283,3210.4,55,3,0.0,0.2,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 5",2026-09-15T23:53:11.785896+00:00
SBGW297,3684.06,55,3,0.0,0.2,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 4",2026-09-15T23:53:11.785896+00:00
SBGW299,3684.06,55,3,0.0,0.2,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 4",2026-09-15T23:53:11.785896+00:00
SBGW323,5487.0,55,3,0.0,0.0,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 3",2026-09-15T23:53:11.785896+00:00
SBGY013,6700.62,55,3,0.0,0.2,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 3",2026-09-15T23:53:11.785896+00:00
SBPN001,18.7,55,3,0.0,0.0,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 3",2026-09-15T23:53:11.785896+00:00
SBPX007,18.7,55,3,0.0,0.0,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 3",2026-09-15T23:53:11.785896+00:00
SBSA177,18.13,55,3,0.0,0.0,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 3",2026-09-15T23:53:11.785896+00:00
SDBY007,20.46,55,3,0.0,0.0,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 3",2026-09-15T23:53:11.785896+00:00
SDKA007,1929.1,55,3,0.0,0.0,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 3",2026-09-15T23:53:11.785896+00:00
SDKS001,1281.32,55,3,0.0,0.1,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 3",2026-09-15T23:53:11.785896+00:00
SJE085,2697.0,55,3,0.0,0.0,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 3",2026-09-15T23:53:11.785896+00:00
SJE113,2883.0,55,3,0.0,0.0,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 3",2026-09-15T23:53:11.785896+00:00
SJE119,2604.0,55,3,0.0,0.0,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 3",2026-09-15T23:53:11.785896+00:00
SLA055,4278.0,55,3,0.0,0.0,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 3",2026-09-15T23:53:11.785896+00:00
SLA061,3069.0,55,3,0.0,0.0,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 3",2026-09-15T23:53:11.785896+00:00
SLA063,2883.0,55,3,0.0,0.0,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 3",2026-09-15T23:53:11.785896+00:00
SLA075,2604.0,55,3,0.0,0.0,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 3",2026-09-15T23:53:11.785896+00:00
SLA083,3069.0,55,3,0.0,0.0,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 3",2026-09-15T23:53:11.785896+00:00
SLA087,3069.0,55,3,0.0,0.0,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 3",2026-09-15T23:53:11.785896+00:00
SLGA025,10230.0,55,3,0.0,0.0,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 3",2026-09-15T23:53:11.785896+00:00
SLGH011,8189.65,55,3,0.0,0.2,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 3",2026-09-15T23:53:11.785896+00:00
SLGH017,77.75,55,3,0.0,0.0,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 5",2026-09-15T23:53:11.785896+00:00
SNR053,5580.0,55,3,0.0,0.0,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 4",2026-09-15T23:53:11.785896+00:00
SNR055,5580.0,55,3,0.0,0.0,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 3",2026-09-15T23:53:11.785896+00:00
SPB265,1302.0,55,3,0.0,0.0,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 3",2026-09-15T23:53:11.785896+00:00
SPB288,1209.0,55,3,0.0,0.0,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 3",2026-09-15T23:53:11.785896+00:00
SPB297,1162.5,55,3,0.0,0.0,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 3",2026-09-15T23:53:11.785896+00:00
SPB317,837.0,55,3,0.0,0.0,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 3",2026-09-15T23:53:11.785896+00:00
SPB381,1395.0,55,3,0.0,0.0,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 3",2026-09-15T23:53:11.785896+00:00
SPB503,925.35,55,3,0.0,0.0,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 3",2026-09-15T23:53:11.785896+00:00
SPB515,925.35,55,3,0.0,0.0,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 3",2026-09-15T23:53:11.785896+00:00
SQWK024J,19.29,55,3,0.0,0.0,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 4",2026-09-15T23:53:11.785896+00:00
SRQ041,2976.0,55,3,0.0,0.0,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 3",2026-09-15T23:53:11.785896+00:00
SRQ057,2976.0,55,3,0.0,0.0,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 3",2026-09-15T23:53:11.785896+00:00
SSC961,674.25,55,3,0.0,0.0,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 3",2026-09-15T23:53:11.785896+00:00
SSC965,674.25,55,3,0.0,0.0,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 3",2026-09-15T23:53:11.785896+00:00
SSDV001,15.78,55,3,0.0,0.0,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 3",2026-09-15T23:53:11.785896+00:00
SSK033,460.35,55,3,0.0,0.0,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 3",2026-09-15T23:53:11.785896+00:00
STGF059J,63.14,55,3,0.0,0.0,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 4",2026-09-15T23:53:11.785896+00:00
STGF253J,35.07,55,3,0.0,0.0,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 3",2026-09-15T23:53:11.785896+00:00
STGF286,3157.77,55,3,0.0,0.2,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 3",2026-09-15T23:53:11.785896+00:00
STGK021,6274.71,55,3,0.0,0.2,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 3",2026-09-15T23:53:11.785896+00:00
STGK031,6138.0,55,3,0.0,0.0,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 3",2026-09-15T23:53:11.785896+00:00
STPX041J,19.29,55,3,0.0,0.0,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 3",2026-09-15T23:53:11.785896+00:00
SWCP001,18.7,55,3,0.0,0.0,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 3",2026-09-15T23:53:11.785896+00:00
W1005554,2721.17,55,3,0.0,0.4,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 3",2026-09-15T23:53:11.785896+00:00
W2PA0007,4840.12,55,3,0.0,0.4,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 3",2026-09-15T23:53:11.785896+00:00
W5000156,7695.13,55,3,0.0,0.4,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 3",2026-09-15T23:53:11.785896+00:00
WDA2111,2954.61,55,3,0.0,0.4,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 3",2026-09-15T23:53:11.785896+00:00
WGSA0111,15613.3,55,3,0.0,0.4,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 3",2026-09-15T23:53:11.785896+00:00
WSPA0021,2981.33,55,3,0.0,0.0,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 3",2026-09-15T23:53:11.785896+00:00
WSSA0061,7081.75,55,3,0.0,0.4,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 3",2026-09-15T23:53:11.785896+00:00
WSSA0063,7249.02,55,3,0.0,0.4,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 3",2026-09-15T23:53:11.785896+00:00
WSSA0085,4449.79,55,3,0.0,0.4,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 3",2026-09-15T23:53:11.785896+00:00
79683,6928.5,54,9,0.0,13.1,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 9",2026-09-15T23:53:11.785896+00:00
SLGB003,8866.07,54,9,0.0,12.6,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 9",2026-09-15T23:53:11.785896+00:00
79663,6742.5,54,8,0.0,13.4,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 8",2026-09-15T23:53:11.785896+00:00
79210CNU,3219.86,54,7,0.0,13.0,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 7",2026-09-15T23:53:11.785896+00:00
79363N,7928.25,54,6,0.0,13.5,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 6",2026-09-15T23:53:11.785896+00:00
116503NG,22213.84,54,4,0.0,1.3,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 4",2026-09-15T23:53:11.785896+00:00
18238,18998.68,54,4,0.0,0.9,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 6",2026-09-15T23:53:11.785896+00:00
76080,3567.95,54,4,0.0,1.2,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 6",2026-09-15T23:53:11.785896+00:00
SBGJ277,4793.52,54,4,0.0,0.6,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 7",2026-09-15T23:53:11.785896+00:00
SBGW301,3210.4,54,4,0.0,0.8,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 6",2026-09-15T23:53:11.785896+00:00
126519LNGBK,44002.54,54,3,0.0,0.6,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 3",2026-09-15T23:53:11.785896+00:00
126579RBR,74175.72,54,3,0.0,0.9,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 3",2026-09-15T23:53:11.785896+00:00
134303,15108.83,54,3,0.0,0.6,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 4",2026-09-15T23:53:11.785896+00:00
16238,21044.69,54,3,0.0,0.8,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 3",2026-09-15T23:53:11.785896+00:00
177200,5085.8,54,3,0.0,1.1,1.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 4",2026-09-15T23:53:11.785896+00:00
226658,31859.33,54,3,0.0,0.8,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 3",2026-09-15T23:53:11.785896+00:00
26393BC,19290.97,54,3,0.0,0.9,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 4",2026-09-15T23:53:11.785896+00:00
